bjdCode,codeAptNm,codeHallNm,codeHeatNm,codeMgrNm,codeSaleNm,address,hoCnt,kaptAcompany,kaptAddr,kaptBaseFloor,kaptBcompany,kaptCode,kaptDongCnt,kaptFax,kaptMarea,kaptMparea_135,kaptMparea_136,kaptMparea_60,kaptMparea_85,kaptName,kaptTarea,kaptTel,kaptTopFloor,kaptUrl,kaptUsedate,kaptdEcntp,kaptdaCnt,ktownFlrNo,privArea,zipcode,cleaned_address,lat,lon,전기사용량
1121510500,주상복합,계단식,개별난방,위탁관리,분양,서울특별시 광진구 자양로 109,102.0,웨슨코리아,서울특별시 광진구 자양동 779-8 구의현대홈시티,6.0,현대건설,A14319015,1,024544416,11745.453,17.0,0.0,0.0,85.0,구의현대홈시티,21171.0,024544415,21, ,20060831.0,3.0,102.0,20.0,9156.2,5026.0,서울특별시 광진구 자양동 779-8,37.5374066951935,127.083099910723,0
1121510900,주상복합,복도식,기타,위탁관리,분양,서울특별시 광진구 광나루로 369,90.0,(주)화양시장,서울특별시 광진구 군자동 503- 광진We’vePark,5.0,두산중공업,A10028012,2,024668466,2470847.4,55.0,35.0,0.0,0.0,광진We’vePark,36348.52,024611100,20, ,20080929.0,,90.0,19.0,12207.92,5005.0,서울특별시 광진구 군자동 503-,37.5484610827889,127.071049482737,0
1121510500,,계단식,개별난방,자치관리,분양,서울특별시 광진구 뚝섬로36길 75,83.0,자양동강변주택조합,서울특별시 광진구 자양동 809- 강변아이파크아파트,0.0,현대건설,A10026399,1,024577565,515759.65,0.0,0.0,0.0,83.0,강변아이파크아파트,12855.0,024577500,18, ,20061221.0,2.0,83.0,18.0,7050.85,5095.0,서울특별시 광진구 자양동 809-,37.531259228582,127.069629361082,0
1121510400,아파트,복도식,개별난방,위탁관리,분양,서울특별시 광진구 아차산로 540,200.0,포스코,서울특별시 광진구 광장동 570- 상록타워 아파트,2.0,포스코개발,A10026162,1,024460238,13924.0,0.0,0.0,106.0,94.0,상록타워 아파트,27730.0,024460128,24, ,19970113.0,2.0,200.0,24.0,13924.0,4974.0,서울특별시 광진구 광장동 570-,37.5423063852949,127.101477509191,0
1121510300,,혼합식,개별난방,위탁관리,분양,서울특별시 광진구 아차산로 451,60.0,구의은마재건축조합,서울특별시 광진구 구의동 659- 세림리오빌아파트,2.0,이연건설,A10025573,1,024582226,7299.48,24.0,0.0,0.0,36.0,세림리오빌아파트,5875.65,024582229,12, ,20050902.0,20.0,60.0,12.0,5875.65,5046.0,서울특별시 광진구 구의동 659-,37.5392349158728,127.092202046312,0
1121510500,,계단식,개별난방,위탁관리,분양,서울특별시 광진구 자양로5길 33,75.0,ym건설,서울특별시 광진구 자양동 663-21 ym프라젠스파아파트,6.0,ym건설,A10024965,1,0234360046,1161417.0,51.0,0.0,10.0,14.0,ym프라젠스파아파트,15485.56,0234376631,12, ,20051118.0,,75.0,12.0,8028.0,5102.0,서울특별시 광진구 자양동 663-21,37.530921726612,127.084141036038,0
1121510500,아파트,혼합식,개별난방,위탁관리,분양,서울특별시 광진구 뚝섬로 576,405.0,건국대 직장주택조합,서울특별시 광진구 자양동 520-2 자양우성2차,1.0,우성,A14386109,3,024570325,34809.924,0.0,0.0,120.0,285.0,자양우성2차,35318.0,024570305,15, ,19890722.0,9.0,405.0,15.0,26950.05,5092.0,서울특별시 광진구 자양동 520-2,37.5337996354499,127.073149264586,0
1121510700,도시형 생활주택(주상복합),복도식,개별난방,위탁관리,분양,서울특별시 광진구 광나루로 382,162.0,원플러스종합건설,서울특별시 광진구 화양동 111-102 아스하임4차,3.0,원플러스종합건설,A10025404,1,024996161,8133.83,0.0,0.0,162.0,0.0,아스하임4차,8133.83,024996161,20, ,20181116.0,2.0,162.0,20.0,2614.44,5009.0,서울특별시 광진구 화양동 111-102,37.5474599984908,127.072065060154,0
1121510500,아파트,계단식,개별난방,위탁관리,혼합,서울특별시 광진구 아차산로 345,264.0,-,서울특별시 광진구 자양동 859- 래미안 프리미어 팰리스,4.0,삼성물산,A10026720,2,024565092,29827.92,24.0,0.0,48.0,192.0,래미안 프리미어 팰리스,64779.31,024565090,29, ,20171026.0,5.0,264.0,29.0,21635.76,5026.0,서울특별시 광진구 자양동 859-,37.5375052411306,127.08158295574,0
1121510900,아파트,복도식,개별난방,위탁관리,분양,서울특별시 광진구 군자로12길 46,357.0,일성건설,서울특별시 광진구 군자동 99- 군자일성파크,1.0,일성건설,A14383901,2,0234090171,36478.7,22.0,0.0,170.0,165.0,군자일성파크,42442.85,0234090175,22, ,19960309.0,0.0,357.0,22.0,26613.56,5004.0,서울특별시 광진구 군자동 99-,37.5517127888261,127.072672678034,0
